timestamp_utc,value,url
2026-01-30T16:56:09+00:00,424,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T18:44:39+00:00,439,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T18:59:54+00:00,440,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T19:38:31+00:00,442,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T19:57:30+00:00,443,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T20:33:47+00:00,446,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T21:34:36+00:00,448,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T21:52:22+00:00,449,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T22:20:27+00:00,451,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T22:52:11+00:00,452,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T23:21:27+00:00,453,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T23:47:22+00:00,454,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T00:00:03+00:00,456,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T02:40:43+00:00,457,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T04:19:16+00:00,458,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T05:55:04+00:00,459,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T06:33:26+00:00,461,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T07:06:17+00:00,463,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T07:39:22+00:00,464,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T07:55:18+00:00,465,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T08:25:45+00:00,467,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T08:54:11+00:00,468,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T09:23:51+00:00,473,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T09:49:50+00:00,474,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T10:00:38+00:00,475,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T10:57:00+00:00,476,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T11:21:24+00:00,477,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T11:42:15+00:00,478,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T11:56:01+00:00,479,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T12:43:03+00:00,481,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T13:30:42+00:00,482,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T14:00:10+00:00,483,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T14:54:41+00:00,488,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T15:19:22+00:00,490,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T15:42:11+00:00,491,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T15:58:35+00:00,492,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T16:35:30+00:00,494,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T16:58:17+00:00,495,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T17:27:48+00:00,496,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T17:49:39+00:00,498,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T18:00:19+00:00,499,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T18:49:01+00:00,502,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T19:10:38+00:00,504,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T19:34:29+00:00,505,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T19:47:36+00:00,506,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T19:56:52+00:00,507,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T20:26:52+00:00,508,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T20:48:47+00:00,509,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T21:00:13+00:00,510,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T21:33:14+00:00,511,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T21:50:46+00:00,512,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T22:18:20+00:00,513,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T22:44:16+00:00,514,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T22:58:54+00:00,515,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T23:29:07+00:00,516,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T23:47:44+00:00,517,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-31T23:58:14+00:00,518,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-02-01T05:58:00+00:00,522,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-02-01T06:54:52+00:00,523,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-02-01T07:34:30+00:00,525,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
